create_time,area,name,type,star_rating,review_sum,address,contact
2023-08-12 22:54:31,jongno,서울광장스케이트장,부속건물,정보 없음,363,서울 중구 을지로 12,정보 없음
2023-08-12 22:54:31,jongno,을지로행2PM,이자카야,정보 없음,214,서울 중구 수표로12길 10 1층,0507-1373-6915
